state,zcta5,County,PctUrban,FIPS
05,72024,Lonoke AR,0.0,05085
05,72025,Perry AR,0.0,05105
05,72026,Arkansas AR,0.0,05001
05,72027,Conway AR,0.0,05029
05,72029,Monroe AR,0.0,05095
05,72030,Conway AR,0.0,05029
05,72031,Van Buren AR,0.0,05141
05,72032,Faulkner AR,62.2,05045
05,72034,Faulkner AR,94.2,05045
05,72035,Faulkner AR,100.0,05045
05,72036,Woodruff AR,0.0,05147
05,72037,Lonoke AR,0.0,05085
05,72038,Arkansas AR,0.0,05001
05,72039,Faulkner AR,0.0,05045
05,72040,Prairie AR,0.0,05117
05,72041,Prairie AR,0.0,05117
05,72042,Arkansas AR,61.7,05001
05,72044,Cleburne AR,0.0,05023
05,72045,White AR,0.0,05145
05,72046,Lonoke AR,61.8,05085
05,72047,Faulkner AR,0.0,05045
05,72048,Arkansas AR,0.0,05001
05,72051,Stone AR,0.0,05137
05,72055,Arkansas AR,0.0,05001
05,72057,Grant AR,0.0,05053
05,72058,Faulkner AR,25.6,05045
05,72059,Woodruff AR,0.0,05147
05,72060,White AR,0.0,05145
05,72061,Faulkner AR,0.0,05045
05,72063,Conway AR,0.0,05029
05,72064,Prairie AR,0.0,05117
05,72065,Saline AR,0.0,05125
05,72067,Cleburne AR,0.0,05023
05,72068,White AR,75.5,05145
05,72069,Monroe AR,0.0,05095
05,72070,Perry AR,0.0,05105
05,72072,Lonoke AR,0.0,05085
05,72073,Arkansas AR,0.0,05001
05,72074,Woodruff AR,0.0,05147
05,72076,Pulaski AR,78.6,05119
05,72079,Jefferson AR,0.0,05069
05,72080,Conway AR,0.0,05029
05,72081,White AR,15.2,05145
05,72082,White AR,90.1,05145
05,72083,Lonoke AR,0.0,05085
05,72084,Grant AR,0.0,05053
05,72085,White AR,0.0,05145
05,72086,Lonoke AR,37.8,05085
05,72087,Saline AR,0.5,05125
05,72088,Van Buren AR,0.0,05141
05,72099,Pulaski AR,100.0,05119
05,72101,Woodruff AR,0.0,05147
05,72102,White AR,0.0,05145
05,72103,Saline AR,47.8,05125
05,72104,Hot Spring AR,47.9,05059
05,72106,Faulkner AR,46.5,05045
05,72107,Conway AR,0.0,05029
05,72108,Monroe AR,0.0,05095
05,72110,Conway AR,54.5,05029
05,72111,Faulkner AR,0.0,05045
05,72112,Jackson AR,54.8,05067
05,72113,Pulaski AR,88.7,05119
05,72114,Pulaski AR,100.0,05119
05,72116,Pulaski AR,100.0,05119
05,72117,Pulaski AR,78.6,05119
05,72118,Pulaski AR,85.0,05119
05,72119,Pulaski AR,0.0,05119
05,72120,Pulaski AR,90.0,05119
05,72121,White AR,0.0,05145
05,72122,Saline AR,0.0,05125
05,72123,Woodruff AR,0.0,05147
05,72125,Perry AR,0.0,05105
05,72126,Perry AR,0.0,05105
05,72127,Conway AR,0.0,05029
05,72128,Grant AR,0.0,05053
05,72129,Grant AR,0.0,05053
05,72130,Cleburne AR,0.0,05023
05,72131,Cleburne AR,0.0,05023
05,72132,Jefferson AR,0.0,05069
05,72134,Monroe AR,0.0,05095
05,72135,Pulaski AR,0.0,05119
05,72136,White AR,0.0,05145
05,72137,White AR,0.0,05145
05,72139,White AR,0.0,05145
05,72140,Arkansas AR,0.0,05001
05,72141,Van Buren AR,0.0,05141
05,72142,Lonoke AR,0.0,05085
05,72143,White AR,64.6,05145
05,72150,Grant AR,37.1,05053
05,72152,Jefferson AR,0.0,05069
05,72153,Van Buren AR,0.0,05141
05,72156,Conway AR,0.0,05029
05,72157,Conway AR,0.0,05029
05,72160,Arkansas AR,86.0,05001
05,72165,Independence AR,0.0,05063
05,72166,Arkansas AR,0.0,05001
05,72167,Saline AR,0.0,05125
05,72168,Jefferson AR,0.0,05069
05,72169,Jackson AR,0.0,05067
05,72170,Prairie AR,0.0,05117
05,72173,Faulkner AR,0.0,05045
05,72175,Jefferson AR,0.0,05069
05,72176,Lonoke AR,49.5,05085
05,72179,Cleburne AR,0.0,05023
05,72181,Faulkner AR,0.0,05045
05,72201,Pulaski AR,100.0,05119
05,72202,Pulaski AR,100.0,05119
05,72204,Pulaski AR,98.9,05119
05,72205,Pulaski AR,100.0,05119
05,72206,Pulaski AR,50.6,05119
05,72207,Pulaski AR,100.0,05119
05,72209,Pulaski AR,99.2,05119
05,72210,Pulaski AR,60.4,05119
05,72211,Pulaski AR,99.3,05119
05,72212,Pulaski AR,100.0,05119
05,72223,Pulaski AR,77.7,05119
05,72227,Pulaski AR,100.0,05119
05,72301,Crittenden AR,99.9,05035
05,72311,Lee AR,0.0,05077
05,72315,Mississippi AR,76.0,05093
05,72320,Lee AR,0.0,05077
05,72321,Mississippi AR,0.0,05093
05,72322,St. Francis AR,0.0,05123
05,72324,Cross AR,0.0,05037
05,72325,Crittenden AR,0.0,05035
05,72326,St. Francis AR,0.0,05123
05,72327,Crittenden AR,0.0,05035
05,72328,Phillips AR,0.0,05107
05,72329,Mississippi AR,0.0,05093
05,72330,Mississippi AR,0.0,05093
05,72331,Crittenden AR,0.0,05035
05,72332,Crittenden AR,0.0,05035
05,72333,Phillips AR,0.0,05107
05,72335,St. Francis AR,68.0,05123
05,72338,Mississippi AR,0.0,05093
05,72339,Crittenden AR,0.0,05035
05,72340,St. Francis AR,0.0,05123
05,72341,Lee AR,0.0,05077
05,72342,Phillips AR,63.4,05107
05,72346,St. Francis AR,0.0,05123
05,72347,Cross AR,0.0,05037
05,72348,St. Francis AR,0.0,05123
05,72350,Mississippi AR,0.0,05093
05,72351,Mississippi AR,0.0,05093
05,72353,Phillips AR,0.0,05107
05,72354,Poinsett AR,0.0,05111
05,72355,Phillips AR,0.0,05107
05,72358,Mississippi AR,69.5,05093
05,72359,St. Francis AR,0.0,05123
05,72360,Lee AR,58.8,05077
05,72364,Crittenden AR,89.9,05035
05,72365,Poinsett AR,0.0,05111
05,72366,Phillips AR,0.0,05107
05,72367,Phillips AR,0.0,05107
05,72368,Lee AR,0.0,05077
05,72370,Mississippi AR,82.6,05093
05,72372,St. Francis AR,0.0,05123
05,72373,Cross AR,0.0,05037
05,72374,Phillips AR,0.0,05107
05,72376,Crittenden AR,0.0,05035
05,72377,Poinsett AR,0.0,05111
05,72379,Desha AR,0.0,05041
05,72384,Crittenden AR,0.0,05035
05,72386,Poinsett AR,0.0,05111
05,72389,Phillips AR,0.0,05107
05,72390,Phillips AR,85.8,05107
05,72392,St. Francis AR,0.0,05123
05,72394,St. Francis AR,0.0,05123
05,72395,Mississippi AR,0.0,05093
05,72396,Cross AR,56.2,05037
05,72401,Craighead AR,85.4,05031
05,72404,Craighead AR,74.5,05031
05,72410,Lawrence AR,0.0,05075
05,72411,Craighead AR,0.0,05031
05,72412,Greene AR,0.0,05055
05,72413,Randolph AR,0.0,05121
05,72414,Craighead AR,0.0,05031
05,72415,Lawrence AR,0.0,05075
05,72416,Craighead AR,5.6,05031
05,72417,Craighead AR,39.3,05031
05,72419,Craighead AR,0.0,05031
05,72421,Craighead AR,0.0,05031
05,72422,Clay AR,63.9,05021
05,72424,Clay AR,0.0,05021
05,72425,Greene AR,0.0,05055
05,72426,Mississippi AR,0.0,05093
05,72427,Craighead AR,0.0,05031
05,72428,Mississippi AR,0.0,05093
05,72429,Poinsett AR,0.0,05111
05,72430,Clay AR,0.0,05021
05,72431,Jackson AR,0.0,05067
05,72432,Poinsett AR,0.0,05111
05,72433,Lawrence AR,61.1,05075
05,72434,Lawrence AR,0.0,05075
05,72435,Clay AR,0.0,05021
05,72436,Greene AR,0.0,05055
05,72437,Craighead AR,0.0,05031
05,72438,Mississippi AR,0.0,05093
05,72440,Lawrence AR,0.0,05075
05,72441,Clay AR,0.0,05021
05,72442,Mississippi AR,63.9,05093
05,72443,Greene AR,0.0,05055
05,72444,Randolph AR,0.0,05121
05,72445,Lawrence AR,0.0,05075
05,72447,Craighead AR,0.0,05031
05,72449,Randolph AR,0.0,05121
05,72450,Greene AR,68.3,05055
05,72453,Clay AR,0.0,05021
05,72454,Clay AR,67.0,05021
05,72455,Randolph AR,46.8,05121
05,72456,Clay AR,0.0,05021
05,72457,Lawrence AR,0.0,05075
05,72458,Lawrence AR,0.0,05075
05,72459,Lawrence AR,0.0,05075
05,72460,Randolph AR,0.0,05121
05,72461,Clay AR,0.0,05021
05,72462,Randolph AR,0.0,05121
05,72464,Clay AR,0.0,05021
05,72466,Lawrence AR,0.0,05075
05,72467,Craighead AR,100.0,05031
05,72469,Lawrence AR,0.0,05075
05,72470,Clay AR,0.0,05021
05,72471,Jackson AR,0.0,05067
05,72472,Poinsett AR,75.1,05111
05,72473,Jackson AR,0.0,05067
05,72476,Lawrence AR,62.5,05075
05,72478,Randolph AR,0.0,05121
05,72479,Poinsett AR,0.0,05111
05,72482,Sharp AR,0.0,05135
05,72501,Independence AR,45.1,05063
05,72512,Izard AR,0.0,05065
05,72513,Sharp AR,0.0,05135
05,72515,Fulton AR,0.0,05049
05,72517,Izard AR,0.0,05065
05,72519,Izard AR,0.0,05065
05,72520,Fulton AR,0.0,05049
05,72521,Sharp AR,0.0,05135
05,72522,Independence AR,0.0,05063
05,72523,Cleburne AR,0.0,05023
05,72524,Independence AR,0.0,05063
05,72526,Independence AR,0.0,05063
05,72527,Independence AR,31.9,05063
05,72528,Izard AR,0.0,05065
05,72529,Sharp AR,68.6,05135
05,72530,Cleburne AR,0.0,05023
05,72531,Fulton AR,0.0,05049
05,72532,Sharp AR,0.0,05135
05,72533,Stone AR,0.0,05137
05,72534,Independence AR,0.0,05063
05,72536,Izard AR,0.0,05065
05,72537,Baxter AR,0.0,05005
05,72538,Fulton AR,0.0,05049
05,72539,Fulton AR,0.0,05049
05,72540,Izard AR,0.0,05065
05,72542,Sharp AR,5.3,05135
05,72543,Cleburne AR,50.7,05023
05,72544,Baxter AR,0.0,05005
05,72546,Cleburne AR,0.0,05023
05,72550,Independence AR,0.0,05063
05,72553,Independence AR,0.0,05063
05,72554,Fulton AR,29.7,05049
05,72555,Stone AR,0.0,05137
05,72556,Izard AR,0.0,05065
05,72560,Stone AR,0.0,05137
05,72561,Izard AR,0.0,05065
05,72562,Independence AR,0.0,05063
05,72564,Independence AR,0.0,05063
05,72565,Izard AR,0.0,05065
05,72566,Izard AR,0.0,05065
05,72567,Stone AR,0.0,05137
05,72568,Independence AR,0.0,05063
05,72569,Sharp AR,0.0,05135
05,72571,Independence AR,0.0,05063
05,72572,Lawrence AR,0.0,05075
05,72573,Izard AR,0.0,05065
05,72576,Fulton AR,0.0,05049
05,72577,Izard AR,0.0,05065
05,72578,Fulton AR,0.0,05049
05,72579,Independence AR,0.0,05063
05,72581,Cleburne AR,0.0,05023
05,72583,Fulton AR,0.0,05049
05,72584,Izard AR,0.0,05065
05,72585,Izard AR,0.0,05065
05,72587,Izard AR,0.0,05065
05,72601,Boone AR,46.2,05009
05,72611,Carroll AR,0.0,05015
05,72616,Carroll AR,46.0,05015
05,72617,Baxter AR,0.0,05005
05,72619,Marion AR,0.0,05089
05,72623,Baxter AR,0.0,05005
05,72624,Newton AR,0.0,05101
05,72626,Baxter AR,0.0,05005
05,72628,Newton AR,0.0,05101
05,72629,Van Buren AR,0.0,05141
05,72630,Boone AR,0.0,05009
05,72631,Carroll AR,0.0,05015
05,72632,Carroll AR,0.0,05015
05,72633,Boone AR,0.0,05009
05,72634,Marion AR,0.0,05089
05,72635,Baxter AR,0.0,05005
05,72636,Searcy AR,0.0,05129
05,72638,Carroll AR,37.0,05015
05,72639,Searcy AR,0.0,05129
05,72640,Newton AR,0.0,05101
05,72641,Newton AR,0.0,05101
05,72642,Baxter AR,0.0,05005
05,72644,Boone AR,0.0,05009
05,72645,Searcy AR,0.0,05129
05,72648,Newton AR,0.0,05101
05,72650,Searcy AR,0.0,05129
05,72651,Baxter AR,0.0,05005
05,72653,Baxter AR,49.6,05005
05,72655,Newton AR,0.0,05101
05,72658,Baxter AR,0.0,05005
05,72660,Carroll AR,0.0,05015
05,72661,Marion AR,0.0,05089
05,72662,Boone AR,0.0,05009
05,72663,Stone AR,0.0,05137
05,72666,Newton AR,0.0,05101
05,72668,Marion AR,0.0,05089
05,72669,Searcy AR,0.0,05129
05,72670,Newton AR,0.0,05101
05,72672,Marion AR,0.0,05089
05,72675,Searcy AR,0.0,05129
05,72677,Marion AR,0.0,05089
05,72679,Pope AR,0.0,05115
05,72680,Stone AR,0.0,05137
05,72682,Marion AR,0.0,05089
05,72683,Newton AR,0.0,05101
05,72685,Newton AR,0.0,05101
05,72686,Searcy AR,0.0,05129
05,72687,Marion AR,0.0,05089
05,72701,Washington AR,84.9,05143
05,72703,Washington AR,87.5,05143
05,72704,Washington AR,74.2,05143
05,72712,Benton AR,84.4,05007
05,72714,Benton AR,91.6,05007
05,72715,Benton AR,82.6,05007
05,72717,Washington AR,0.0,05143
05,72718,Benton AR,57.9,05007
05,72719,Benton AR,96.8,05007
05,72721,Madison AR,0.0,05087
05,72722,Benton AR,0.0,05007
05,72727,Washington AR,22.5,05143
05,72729,Washington AR,0.0,05143
05,72730,Washington AR,68.3,05143
05,72732,Benton AR,0.0,05007
05,72734,Benton AR,43.1,05007
05,72736,Benton AR,0.0,05007
05,72738,Madison AR,0.0,05087
05,72739,Benton AR,0.0,05007
05,72740,Madison AR,0.0,05087
05,72742,Madison AR,0.0,05087
05,72744,Washington AR,0.0,05143
05,72745,Benton AR,61.3,05007
05,72747,Benton AR,0.0,05007
05,72749,Washington AR,0.0,05143
05,72751,Benton AR,68.7,05007
05,72752,Madison AR,0.0,05087
05,72753,Washington AR,42.8,05143
05,72756,Benton AR,76.1,05007
05,72758,Benton AR,94.1,05007
05,72760,Madison AR,0.0,05087
05,72761,Benton AR,73.0,05007
05,72762,Washington AR,84.0,05143
05,72764,Washington AR,89.4,05143
05,72768,Benton AR,0.0,05007
05,72769,Washington AR,0.0,05143
05,72773,Madison AR,0.0,05087
05,72774,Washington AR,0.0,05143
05,72776,Madison AR,0.0,05087
05,72801,Pope AR,100.0,05115
05,72802,Pope AR,44.4,05115
05,72821,Franklin AR,0.0,05047
05,72823,Pope AR,0.0,05115
05,72824,Yell AR,0.0,05149
05,72826,Logan AR,0.0,05083
05,72827,Yell AR,0.0,05149
05,72828,Yell AR,0.0,05149
05,72830,Johnson AR,49.1,05071
05,72832,Johnson AR,0.0,05071
05,72833,Yell AR,0.0,05149
05,72834,Yell AR,43.8,05149
05,72835,Logan AR,0.0,05083
05,72837,Pope AR,0.0,05115
05,72838,Yell AR,0.0,05149
05,72839,Johnson AR,0.0,05071
05,72840,Johnson AR,0.0,05071
05,72841,Scott AR,0.0,05127
05,72842,Yell AR,0.0,05149
05,72843,Pope AR,0.0,05115
05,72845,Johnson AR,0.0,05071
05,72846,Johnson AR,0.0,05071
05,72847,Pope AR,0.0,05115
05,72851,Logan AR,0.0,05083
05,72852,Johnson AR,0.0,05071
05,72853,Yell AR,0.0,05149
05,72854,Johnson AR,0.0,05071
05,72855,Logan AR,49.8,05083
05,72856,Newton AR,0.0,05101
05,72857,Yell AR,0.0,05149
05,72858,Pope AR,3.0,05115
05,72860,Yell AR,0.0,05149
05,72863,Logan AR,0.0,05083
05,72865,Logan AR,0.0,05083
05,72901,Sebastian AR,100.0,05131
05,72903,Sebastian AR,99.9,05131
05,72904,Sebastian AR,98.2,05131
05,72908,Sebastian AR,99.9,05131
05,72916,Sebastian AR,50.0,05131
05,72921,Crawford AR,38.3,05033
05,72923,Sebastian AR,99.8,05131
05,72926,Scott AR,0.0,05127
05,72927,Logan AR,38.3,05083
05,72928,Franklin AR,0.0,05047
05,72930,Franklin AR,0.0,05047
05,72932,Crawford AR,0.0,05033
05,72933,Franklin AR,0.0,05047
05,72934,Crawford AR,0.0,05033
05,72935,Crawford AR,0.0,05033
05,72936,Sebastian AR,59.9,05131
05,72937,Sebastian AR,0.0,05131
05,72938,Sebastian AR,0.0,05131
05,72940,Sebastian AR,0.0,05131
05,72941,Sebastian AR,0.0,05131
05,72943,Logan AR,0.0,05083
05,72944,Sebastian AR,0.0,05131
05,72945,Sebastian AR,0.0,05131
05,72946,Crawford AR,0.0,05033
05,72947,Crawford AR,0.0,05033
05,72948,Crawford AR,0.0,05033
05,72949,Franklin AR,31.0,05047
05,72950,Scott AR,0.0,05127
05,72951,Logan AR,0.0,05083
05,72952,Crawford AR,0.0,05033
05,72955,Crawford AR,0.0,05033
05,72956,Crawford AR,71.8,05033
05,72958,Scott AR,41.0,05127
05,72959,Washington AR,0.0,05143
06,90001,Los Angeles CA,100.0,06037
06,90002,Los Angeles CA,100.0,06037
06,90003,Los Angeles CA,100.0,06037
06,90004,Los Angeles CA,100.0,06037
06,90005,Los Angeles CA,100.0,06037
06,90006,Los Angeles CA,100.0,06037
06,90007,Los Angeles CA,100.0,06037
06,90008,Los Angeles CA,100.0,06037
06,90010,Los Angeles CA,100.0,06037
06,90011,Los Angeles CA,100.0,06037
06,90012,Los Angeles CA,100.0,06037
06,90013,Los Angeles CA,100.0,06037
06,90014,Los Angeles CA,100.0,06037
06,90015,Los Angeles CA,100.0,06037
06,90016,Los Angeles CA,100.0,06037
06,90017,Los Angeles CA,100.0,06037
06,90018,Los Angeles CA,100.0,06037
06,90019,Los Angeles CA,100.0,06037
06,90020,Los Angeles CA,100.0,06037
06,90021,Los Angeles CA,100.0,06037
06,90022,Los Angeles CA,100.0,06037
06,90023,Los Angeles CA,100.0,06037
06,90024,Los Angeles CA,100.0,06037
06,90025,Los Angeles CA,100.0,06037
06,90026,Los Angeles CA,100.0,06037
06,90027,Los Angeles CA,100.0,06037
06,90028,Los Angeles CA,100.0,06037
06,90029,Los Angeles CA,100.0,06037
06,90031,Los Angeles CA,100.0,06037
06,90032,Los Angeles CA,100.0,06037
06,90033,Los Angeles CA,100.0,06037
06,90034,Los Angeles CA,100.0,06037
06,90035,Los Angeles CA,100.0,06037
06,90036,Los Angeles CA,100.0,06037
06,90037,Los Angeles CA,100.0,06037
06,90038,Los Angeles CA,100.0,06037
06,90039,Los Angeles CA,100.0,06037
06,90040,Los Angeles CA,100.0,06037
06,90041,Los Angeles CA,100.0,06037
06,90042,Los Angeles CA,100.0,06037
06,90043,Los Angeles CA,100.0,06037
06,90044,Los Angeles CA,100.0,06037
06,90045,Los Angeles CA,100.0,06037
06,90046,Los Angeles CA,100.0,06037
06,90047,Los Angeles CA,100.0,06037
06,90048,Los Angeles CA,100.0,06037
06,90049,Los Angeles CA,95.1,06037
06,90056,Los Angeles CA,100.0,06037
06,90057,Los Angeles CA,100.0,06037
06,90058,Los Angeles CA,100.0,06037
06,90059,Los Angeles CA,100.0,06037
06,90061,Los Angeles CA,100.0,06037
06,90062,Los Angeles CA,100.0,06037
06,90063,Los Angeles CA,100.0,06037
06,90064,Los Angeles CA,100.0,06037
06,90065,Los Angeles CA,100.0,06037
06,90066,Los Angeles CA,100.0,06037
06,90067,Los Angeles CA,100.0,06037
06,90068,Los Angeles CA,100.0,06037
06,90069,Los Angeles CA,100.0,06037
06,90073,Los Angeles CA,100.0,06037
06,90077,Los Angeles CA,100.0,06037
06,90089,Los Angeles CA,100.0,06037
06,90094,Los Angeles CA,100.0,06037
06,90201,Los Angeles CA,100.0,06037
06,90210,Los Angeles CA,100.0,06037
06,90211,Los Angeles CA,100.0,06037
06,90212,Los Angeles CA,100.0,06037
06,90220,Los Angeles CA,100.0,06037
06,90221,Los Angeles CA,100.0,06037
06,90222,Los Angeles CA,100.0,06037
06,90230,Los Angeles CA,100.0,06037
06,90232,Los Angeles CA,100.0,06037
06,90240,Los Angeles CA,100.0,06037
06,90241,Los Angeles CA,100.0,06037
06,90242,Los Angeles CA,100.0,06037
06,90245,Los Angeles CA,100.0,06037
06,90247,Los Angeles CA,100.0,06037
06,90248,Los Angeles CA,100.0,06037
06,90249,Los Angeles CA,100.0,06037
06,90250,Los Angeles CA,100.0,06037
06,90254,Los Angeles CA,100.0,06037
06,90255,Los Angeles CA,100.0,06037
06,90260,Los Angeles CA,100.0,06037
06,90262,Los Angeles CA,100.0,06037
06,90263,Los Angeles CA,100.0,06037
06,90265,Los Angeles CA,71.4,06037
06,90266,Los Angeles CA,100.0,06037
06,90270,Los Angeles CA,100.0,06037
06,90272,Los Angeles CA,99.3,06037
06,90274,Los Angeles CA,100.0,06037
06,90275,Los Angeles CA,100.0,06037
06,90277,Los Angeles CA,100.0,06037
06,90278,Los Angeles CA,100.0,06037
06,90280,Los Angeles CA,100.0,06037
06,90290,Los Angeles CA,69.7,06037
06,90291,Los Angeles CA,100.0,06037
06,90292,Los Angeles CA,100.0,06037
06,90293,Los Angeles CA,100.0,06037
06,90301,Los Angeles CA,100.0,06037
06,90302,Los Angeles CA,100.0,06037
06,90303,Los Angeles CA,100.0,06037
06,90304,Los Angeles CA,100.0,06037
06,90305,Los Angeles CA,100.0,06037
06,90401,Los Angeles CA,100.0,06037
06,90402,Los Angeles CA,100.0,06037
06,90403,Los Angeles CA,100.0,06037
06,90404,Los Angeles CA,100.0,06037
06,90405,Los Angeles CA,100.0,06037
06,90501,Los Angeles CA,100.0,06037
06,90502,Los Angeles CA,100.0,06037
06,90503,Los Angeles CA,100.0,06037
06,90504,Los Angeles CA,100.0,06037
06,90505,Los Angeles CA,100.0,06037
06,90601,Los Angeles CA,100.0,06037
06,90602,Los Angeles CA,100.0,06037
06,90603,Los Angeles CA,100.0,06037
06,90604,Los Angeles CA,100.0,06037
06,90605,Los Angeles CA,100.0,06037
06,90606,Los Angeles CA,100.0,06037
06,90620,Orange CA,100.0,06059
06,90621,Orange CA,100.0,06059
06,90623,Orange CA,100.0,06059
06,90630,Orange CA,100.0,06059
06,90631,Orange CA,100.0,06059
06,90638,Los Angeles CA,100.0,06037
06,90640,Los Angeles CA,100.0,06037
06,90650,Los Angeles CA,100.0,06037
06,90660,Los Angeles CA,100.0,06037
06,90670,Los Angeles CA,100.0,06037
06,90680,Orange CA,100.0,06059
06,90701,Los Angeles CA,100.0,06037
06,90703,Los Angeles CA,100.0,06037
06,90704,Los Angeles CA,89.3,06037
06,90706,Los Angeles CA,100.0,06037
06,90710,Los Angeles CA,100.0,06037
06,90712,Los Angeles CA,100.0,06037
06,90713,Los Angeles CA,100.0,06037
06,90715,Los Angeles CA,100.0,06037
06,90716,Los Angeles CA,100.0,06037
06,90717,Los Angeles CA,100.0,06037
06,90720,Orange CA,100.0,06059
06,90723,Los Angeles CA,100.0,06037
06,90731,Los Angeles CA,100.0,06037
06,90732,Los Angeles CA,100.0,06037
06,90740,Orange CA,100.0,06059
06,90742,Orange CA,100.0,06059
06,90743,Orange CA,100.0,06059
06,90744,Los Angeles CA,100.0,06037
06,90745,Los Angeles CA,100.0,06037
06,90746,Los Angeles CA,100.0,06037
06,90755,Los Angeles CA,100.0,06037
06,90802,Los Angeles CA,100.0,06037
06,90803,Los Angeles CA,100.0,06037
06,90804,Los Angeles CA,100.0,06037
06,90805,Los Angeles CA,100.0,06037
06,90806,Los Angeles CA,100.0,06037
06,90807,Los Angeles CA,100.0,06037
06,90808,Los Angeles CA,100.0,06037
06,90810,Los Angeles CA,100.0,06037
06,90813,Los Angeles CA,100.0,06037
06,90814,Los Angeles CA,100.0,06037
06,90815,Los Angeles CA,100.0,06037
06,90822,Los Angeles CA,100.0,06037
06,91001,Los Angeles CA,100.0,06037
06,91006,Los Angeles CA,100.0,06037
06,91007,Los Angeles CA,100.0,06037
06,91008,Los Angeles CA,100.0,06037
06,91010,Los Angeles CA,100.0,06037
06,91011,Los Angeles CA,99.9,06037
06,91016,Los Angeles CA,99.5,06037
06,91020,Los Angeles CA,100.0,06037
06,91024,Los Angeles CA,100.0,06037
06,91030,Los Angeles CA,100.0,06037
06,91040,Los Angeles CA,100.0,06037
06,91042,Los Angeles CA,99.6,06037
06,91046,Los Angeles CA,100.0,06037
06,91101,Los Angeles CA,100.0,06037
06,91103,Los Angeles CA,100.0,06037
06,91104,Los Angeles CA,100.0,06037
06,91105,Los Angeles CA,100.0,06037
06,91106,Los Angeles CA,100.0,06037
06,91107,Los Angeles CA,100.0,06037
06,91108,Los Angeles CA,100.0,06037
06,91201,Los Angeles CA,100.0,06037
06,91202,Los Angeles CA,100.0,06037
06,91203,Los Angeles CA,100.0,06037
06,91204,Los Angeles CA,100.0,06037
06,91205,Los Angeles CA,100.0,06037
06,91206,Los Angeles CA,100.0,06037
06,91207,Los Angeles CA,100.0,06037
06,91208,Los Angeles CA,100.0,06037
06,91210,Los Angeles CA,100.0,06037
06,91214,Los Angeles CA,99.0,06037
06,91301,Los Angeles CA,89.3,06037
06,91302,Los Angeles CA,90.9,06037
06,91303,Los Angeles CA,100.0,06037
06,91304,Los Angeles CA,99.6,06037
06,91306,Los Angeles CA,100.0,06037
06,91307,Los Angeles CA,98.1,06037
06,91311,Los Angeles CA,97.5,06037
06,91316,Los Angeles CA,100.0,06037
06,91320,Ventura CA,99.9,06111
06,91321,Los Angeles CA,97.3,06037
06,91324,Los Angeles CA,100.0,06037
06,91325,Los Angeles CA,100.0,06037
06,91326,Los Angeles CA,100.0,06037
06,91330,Los Angeles CA,100.0,06037
06,91331,Los Angeles CA,100.0,06037
06,91335,Los Angeles CA,100.0,06037
06,91340,Los Angeles CA,100.0,06037
06,91342,Los Angeles CA,99.7,06037
06,91343,Los Angeles CA,100.0,06037
06,91344,Los Angeles CA,99.2,06037
06,91345,Los Angeles CA,100.0,06037
06,91350,Los Angeles CA,98.6,06037
06,91351,Los Angeles CA,99.2,06037
06,91352,Los Angeles CA,99.7,06037
06,91354,Los Angeles CA,99.0,06037
06,91355,Los Angeles CA,99.8,06037
06,91356,Los Angeles CA,100.0,06037
06,91360,Ventura CA,98.7,06111
06,91361,Ventura CA,94.6,06111
06,91362,Ventura CA,99.8,06111
06,91364,Los Angeles CA,100.0,06037
06,91367,Los Angeles CA,100.0,06037
06,91377,Ventura CA,100.0,06111
06,91381,Los Angeles CA,90.6,06037
06,91384,Los Angeles CA,89.9,06037
06,91387,Los Angeles CA,98.7,06037
06,91390,Los Angeles CA,70.0,06037
06,91401,Los Angeles CA,100.0,06037
06,91402,Los Angeles CA,100.0,06037
06,91403,Los Angeles CA,100.0,06037
06,91405,Los Angeles CA,100.0,06037
06,91406,Los Angeles CA,100.0,06037
06,91411,Los Angeles CA,100.0,06037
06,91423,Los Angeles CA,100.0,06037
06,91436,Los Angeles CA,100.0,06037
06,91501,Los Angeles CA,100.0,06037
06,91502,Los Angeles CA,100.0,06037
06,91504,Los Angeles CA,100.0,06037
06,91505,Los Angeles CA,100.0,06037
06,91506,Los Angeles CA,100.0,06037
06,91601,Los Angeles CA,100.0,06037
06,91602,Los Angeles CA,100.0,06037
06,91604,Los Angeles CA,100.0,06037
06,91605,Los Angeles CA,100.0,06037
06,91606,Los Angeles CA,100.0,06037
06,91607,Los Angeles CA,100.0,06037
06,91701,San Bernardino CA,100.0,06071
06,91702,Los Angeles CA,99.5,06037
06,91706,Los Angeles CA,100.0,06037
06,91708,San Bernardino CA,94.5,06071
06,91709,San Bernardino CA,95.3,06071
06,91710,San Bernardino CA,99.8,06071
06,91711,Los Angeles CA,99.9,06037
06,91722,Los Angeles CA,100.0,06037
06,91723,Los Angeles CA,100.0,06037
06,91724,Los Angeles CA,100.0,06037
06,91730,San Bernardino CA,100.0,06071
06,91731,Los Angeles CA,100.0,06037
06,91732,Los Angeles CA,100.0,06037
06,91733,Los Angeles CA,100.0,06037
06,91737,San Bernardino CA,99.7,06071
06,91739,San Bernardino CA,99.4,06071
06,91740,Los Angeles CA,100.0,06037
06,91741,Los Angeles CA,99.3,06037
06,91744,Los Angeles CA,100.0,06037
06,91745,Los Angeles CA,100.0,06037
06,91746,Los Angeles CA,100.0,06037
06,91748,Los Angeles CA,100.0,06037
06,91750,Los Angeles CA,100.0,06037
